,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
1327,Hyundai,Elantra,2016,Saudi,Grey,2,2.0,0,0,Used,117000.0,Riyadh,39000.0,False
1328,Hyundai,Sonata,2017,Saudi,Silver,2,2.4,0,0,Used,61184.0,Riyadh,54000.0,False
1329,Toyota,Camry,2016,Saudi,Silver,2,2.5,0,0,Used,183541.0,Riyadh,53000.0,False
1330,Chevrolet,Impala,2017,Saudi,Navy,1,3.6,0,0,Used,122102.0,Riyadh,53500.0,False
1331,Toyota,Camry,2016,Saudi,Brown,2,2.5,0,0,Used,136111.0,Riyadh,53500.0,False
1332,Hyundai,Elantra,2016,Saudi,Grey,2,2.0,0,0,Used,117000.0,Riyadh,39000.0,False
1333,Toyota,Innova,2018,Saudi,Grey,1,2.0,0,0,Used,99000.0,Jeddah,64000.0,False
1334,Kia,Cerato,2018,Saudi,Silver,1,1.6,0,0,Used,161000.0,Riyadh,33000.0,False
1335,Toyota,Camry,2008,Saudi,White,2,2.4,0,1,Used,388000.0,Al-Baha,17000.0,False
1336,Hyundai,Elantra,2015,Saudi,Blue,2,1.6,0,0,Used,227000.0,Taef,28000.0,False
1337,Kia,K5,2021,Saudi,Silver,2,2.0,0,0,Used,61804.0,Jubail,1630.0,False
1338,Aston Martin,Vantage,2008,Saudi,White,0,1.5674798161793047,0,0,Used,18000.0,Riyadh,190000.0,False
1339,Honda,HRV,2021,Saudi,Black,2,1.8,0,0,Used,6000.0,Riyadh,60000.0,False
1340,Toyota,Hilux,2016,Saudi,White,2,2.7,0,1,Used,155000.0,Riyadh,61000.0,False
1341,Toyota,Hilux,2018,Saudi,White,0,2.7,0,1,Used,175000.0,Riyadh,63000.0,False
1343,Toyota,Hilux,2018,Saudi,White,0,2.7,0,1,Used,111000.0,Riyadh,63000.0,False
1345,Hyundai,Accent,2019,Saudi,Silver,2,1.4,0,0,Used,70900.0,Dammam,40000.0,False
1346,Toyota,Land Cruiser,1994,Saudi,Red,2,4.6,0,1,Used,600000.0,Dammam,25000.0,False
1347,Hyundai,Accent,2018,Saudi,White,2,1.5,0,0,Used,90400.0,Dammam,32000.0,False
1348,Hyundai,Senta fe,2018,Saudi,White,1,3.3,0,0,Used,84000.0,Dammam,75000.0,False
1349,Hyundai,Accent,2019,Saudi,Brown,2,1.5674798161793047,0,0,Used,56400.0,Dammam,38000.0,False
1350,Toyota,Land Cruiser,2017,Saudi,White,0,4.0,0,0,Used,78000.0,Dammam,182000.0,False
1351,Toyota,Hilux,2016,Gulf Arabic,White,1,2.7,0,1,Used,70000.0,Dammam,77000.0,False
1352,Toyota,Hilux,2016,Saudi,White,1,2.7,0,1,Used,210800.0,Dammam,62000.0,False
1353,Toyota,Hilux,2017,Saudi,White,1,2.7,0,1,Used,150000.0,Dammam,70000.0,False
1354,Renault,Duster,2017,Saudi,Silver,2,2.0,0,0,Used,124000.0,Dammam,27000.0,False
1355,Ford,Fusion,2016,Saudi,Another Color,2,2.5,0,0,Used,107590.0,Riyadh,54500.0,False
1356,Toyota,Camry,2017,Saudi,White,2,2.5,0,0,Used,190144.0,Riyadh,54000.0,False
1357,Hyundai,Sonata,2018,Saudi,Grey,2,2.4,0,0,Used,161796.0,Riyadh,54500.0,False
1358,Hyundai,Creta,2020,Saudi,White,2,1.6,0,0,Used,65357.0,Riyadh,55000.0,False
1359,GMC,Sierra,2015,Saudi,Another Color,2,5.3,0,0,Used,259000.0,Dammam,75000.0,False
1360,Toyota,Corolla,2013,Saudi,White,2,1.6,0,0,Used,290000.0,Dammam,30000.0,False
1361,Mercedes,CLA,2020,Other,White,2,1.5674798161793047,0,0,Used,14000.0,Riyadh,217000.0,False
1362,Ford,Mustang,2016,Other,Red,1,3.7,0,0,Used,103000.0,Dammam,94000.0,False
1363,Mazda,3,2016,Saudi,Silver,1,2.0,0,0,Used,104800.0,Riyadh,39000.0,False
1364,Audi,Q5,2018,Saudi,Grey,0,2.0,0,0,Used,60000.0,Dammam,155000.0,False
1365,Renault,Fluence,2016,Saudi,Silver,1,1.8,0,0,Used,67000.0,Riyadh,22000.0,False
1367,Lexus,LX,2013,Other,White,0,5.7,0,0,Used,98000.0,Dammam,200000.0,False
1368,Changan,CS75,2020,Saudi,Red,2,1.6,0,0,Used,8000.0,Jeddah,62000.0,False
1369,Toyota,Land Cruiser,2019,Gulf Arabic,White,0,5.7,0,0,Used,101000.0,Dammam,220000.0,False
1370,Honda,Accord,2018,Gulf Arabic,Grey,0,1.5,0,0,Used,40804.0,Qassim,95000.0,False
1373,Chevrolet,Silverado,2018,Saudi,Silver,1,1.5674798161793047,0,0,Used,112000.0,Jubail,77000.0,False
1374,BMW,The 7,2021,Saudi,White,0,2.0,0,0,Used,2000.0,Makkah,450000.0,False
1376,Ford,Explorer,2017,Other,Black,2,1.4,0,0,Used,187000.0,Al-Ahsa,73500.0,False
1378,Cadillac,CT4,2020,Gulf Arabic,White,1,3.7,0,0,Used,100.0,Jeddah,159000.0,False
1379,Renault,Fluence,2014,Saudi,Silver,1,1.6,0,0,Used,135000.0,Riyadh,18000.0,False
1380,Jeep,Grand Cherokee,2014,Gulf Arabic,Grey,0,5.7,0,0,Used,76300.0,Riyadh,85000.0,False
1381,Ford,Taurus,2015,Other,White,0,3.1,0,0,Used,96000.0,Dammam,81000.0,False
1382,Ford,Taurus,2015,Other,Grey,0,3.5,0,0,Used,92000.0,Dammam,72000.0,False
1383,Ford,Taurus,2017,Saudi,Grey,2,1.5674798161793047,0,0,Used,123000.0,Dammam,69000.0,False
1384,Mazda,6,2017,Gulf Arabic,White,2,2.5,0,0,Used,48004.0,Riyadh,55000.0,False
1385,Kia,Sorento,2015,Saudi,Brown,2,3.3,0,0,Used,94283.0,Riyadh,55500.0,False
1386,Hyundai,Elantra,2019,Saudi,White,2,1.6,0,0,Used,67610.0,Riyadh,55500.0,False
1387,Hyundai,Elantra,2019,Saudi,White,2,1.6,0,0,Used,64788.0,Riyadh,55500.0,False
1388,Ford,Flex,2014,Saudi,Brown,1,1.5674798161793047,0,0,Used,180000.0,Dammam,47000.0,False
1389,Ford,Taurus,2015,Other,Red,0,1.5674798161793047,0,0,Used,122000.0,Dammam,69000.0,False
1390,Ford,Taurus,2016,Other,White,0,3.5,0,0,Used,129000.0,Dammam,74000.0,False
1391,Honda,Odyssey,2016,Saudi,Black,1,1.5674798161793047,0,0,Used,71000.0,Dammam,63000.0,False
1392,Ford,Taurus,2016,Other,White,0,1.5674798161793047,0,0,Used,72000.0,Dammam,75000.0,False
1393,Ford,Taurus,2016,Other,Another Color,0,3.5,0,0,Used,123000.0,Dammam,77000.0,False
1394,GMC,Yukon,2016,Other,White,0,5.3,0,0,Used,213000.0,Dammam,146000.0,False
1395,Ford,Mustang,2016,Gulf Arabic,Silver,0,3.7,0,0,Used,240000.0,Dammam,89000.0,False
1396,Chevrolet,Traverse,2016,Other,White,0,3.4,0,0,Used,154000.0,Dammam,79000.0,False
1397,Mazda,CX9,2017,Other,Grey,0,3.0,0,0,Used,93000.0,Dammam,111000.0,False
1398,Kia,Cerato,2016,Saudi,Black,2,1.6,0,0,Used,114000.0,Dammam,34000.0,False
1399,GMC,Yukon,2014,Saudi,Black,0,5.3,0,0,Used,242000.0,Dammam,73000.0,False
1400,GMC,Sierra,2017,Saudi,Silver,0,5.3,0,0,Used,174000.0,Dammam,99000.0,False
1401,Fiat,Fiorino,2016,Saudi,White,2,1.5674798161793047,0,1,Used,45000.0,Dammam,27000.0,False
1403,Lincoln,MKX,2016,Other,White,0,3.7,0,0,Used,99000.0,Dammam,99000.0,False
1404,Lexus,ES,2017,Other,White,0,3.0,0,0,Used,69000.0,Dammam,142000.0,False
1405,Dodge,Challenger,2016,Other,Silver,0,3.6,0,0,Used,160000.0,Dammam,89000.0,False
1406,Mercedes,E,2017,Other,Grey,0,2.0,0,0,Used,66000.0,Dammam,162000.0,False
1407,Dodge,Charger,2016,Other,Red,0,3.6,0,0,Used,100000.0,Dammam,99000.0,False
1408,Mercedes,C,2017,Other,White,0,2.0,0,0,Used,50000.0,Dammam,175000.0,False
1409,Lexus,ES,2019,Other,Grey,0,3.5,0,0,Used,68000.0,Dammam,179000.0,False
1410,Chevrolet,Malibu,2017,Saudi,White,1,2.5,0,0,Used,176000.0,Dammam,49000.0,False
1411,Nissan,Sunny,2016,Saudi,White,2,1.5,0,0,Used,130000.0,Dammam,25000.0,False
1412,GMC,Yukon,2016,Other,White,0,5.3,0,0,Used,213000.0,Dammam,146000.0,False
1413,Hyundai,Creta,2019,Saudi,Blue,2,1.6,0,0,Used,24516.0,Riyadh,56500.0,False
1414,Ford,Taurus,2013,Saudi,Silver,2,3.5,0,0,Used,87108.0,Riyadh,56500.0,False
1415,Toyota,Corolla,2020,Saudi,Grey,2,1.6,0,0,Used,67839.0,Jeddah,56500.0,False
1416,Toyota,Camry,2015,Saudi,Black,2,2.5,0,0,Used,130020.0,Riyadh,56500.0,False
1417,Ford,Taurus,2016,Other,White,1,1.5674798161793047,0,0,Used,114000.0,Dammam,75000.0,False
1418,Ford,Mustang,2016,Other,Red,0,3.7,0,0,Used,103000.0,Dammam,94000.0,False
1419,Ford,Taurus,2018,Other,White,1,1.5674798161793047,0,0,Used,75000.0,Dammam,96000.0,False
1420,Mercedes,GLC,2017,Other,White,0,2.0,0,0,Used,92000.0,Dammam,173000.0,False
1421,Hyundai,Senta fe,2015,Gulf Arabic,Grey,1,1.6,0,0,Used,158000.0,Dammam,54000.0,False
1422,Ford,Taurus,2018,Other,Bronze,0,3.5,0,0,Used,59000.0,Dammam,91000.0,False
1423,Hyundai,Accent,2017,Saudi,Silver,2,1.4,0,0,Used,181000.0,Dammam,29000.0,False
1424,Chevrolet,Suburban,2016,Other,Bronze,0,5.3,0,0,Used,192000.0,Dammam,143000.0,False
1425,Chevrolet,Suburban,2017,Other,Bronze,0,5.3,0,0,Used,133000.0,Dammam,159000.0,False
1426,Ford,Taurus,2019,Other,Red,1,3.5,0,0,Used,108000.0,Dammam,97000.0,False
1427,Chevrolet,Impala,2015,Other,Silver,0,1.5674798161793047,0,0,Used,106000.0,Dammam,79000.0,False
1428,Honda,Accord,2017,Saudi,White,2,2.4,0,0,Used,104000.0,Dammam,79000.0,False
1429,Mazda,3,2017,Gulf Arabic,Grey,0,1.6,0,0,Used,92000.0,Dammam,59000.0,False
1430,Ford,Mustang,2016,Other,Red,0,5.0,0,0,Used,92000.0,Dammam,129000.0,False
1431,Toyota,Camry,2017,Saudi,White,2,1.5674798161793047,0,0,Used,125000.0,Dammam,66000.0,False
1432,Toyota,Prado,2018,Gulf Arabic,White,1,4.0,0,0,Used,79000.0,Dammam,139000.0,False
1433,Kia,Carnival,2016,Gulf Arabic,White,1,2.5,0,0,Used,85000.0,Dammam,62000.0,False
1435,Ford,Mustang,2016,Other,Red,0,1.5674798161793047,0,0,Used,84000.0,Dammam,97000.0,False
1436,Toyota,Land Cruiser,2013,Saudi,White,0,1.5674798161793047,0,0,Used,101000.0,Aseer,150000.0,False
1437,Kia,Cerato,2014,Saudi,White,2,1.6,0,0,Used,155000.0,Riyadh,21000.0,False
1439,Lincoln,Navigator,2015,Gulf Arabic,Black,0,3.7,0,0,Used,80000.0,Dammam,110000.0,False
1440,Lincoln,Navigator,2016,Saudi,Brown,0,3.7,0,0,Used,79000.0,Dammam,115000.0,False
1441,Toyota,Corolla,2019,Saudi,Silver,2,1.6,0,0,Used,52443.0,Riyadh,56500.0,False
1442,Hyundai,Azera,2018,Saudi,Blue,2,3.5,0,0,Used,98530.0,Riyadh,56500.0,False
1443,Hyundai,Senta fe,2014,Saudi,Black,0,3.3,0,0,Used,201421.0,Riyadh,57500.0,False
1444,Toyota,Corolla,2020,Saudi,White,2,1.6,0,0,Used,109885.0,Jeddah,57000.0,False
1446,Toyota,Land Cruiser,2019,Saudi,White,0,3.2,0,0,Used,43000.0,Riyadh,236000.0,False
1448,MG,ZS,2020,Saudi,Red,0,1.5,0,0,Used,33000.0,Riyadh,55000.0,False
1450,Mitsubishi,Pajero,2016,Saudi,White,0,3.5,0,0,Used,132000.0,Riyadh,56000.0,False
1451,Ford,Expedition,2012,Saudi,White,0,1.5674798161793047,0,0,Used,289000.0,Al-Ahsa,57000.0,False
1452,Kia,Carnival,2018,Saudi,White,2,1.5674798161793047,0,0,Used,100000.0,Al-Ahsa,69000.0,False
1453,Hyundai,Sonata,2018,Saudi,Grey,2,1.5674798161793047,0,0,Used,65000.0,Al-Ahsa,64000.0,False
1454,Hyundai,Elantra,2018,Saudi,Silver,1,1.6,0,0,Used,86000.0,Al-Ahsa,49000.0,False
1455,Toyota,Camry,2016,Saudi,White,0,1.5674798161793047,0,0,Used,145000.0,Al-Ahsa,67000.0,False
1456,Mazda,6,2018,Saudi,Brown,2,1.5674798161793047,0,0,Used,188000.0,Al-Ahsa,59000.0,False
1457,GMC,Sierra,2011,Saudi,White,2,1.5674798161793047,0,0,Used,272000.0,Al-Ahsa,41000.0,False
1458,MINI,Copper,2016,Gulf Arabic,Another Color,1,1.5674798161793047,0,0,Used,107000.0,Al-Ahsa,59000.0,False
1459,Ford,Expedition,2016,Saudi,Grey,2,1.5674798161793047,0,0,Used,172000.0,Al-Ahsa,76000.0,False
1460,Lexus,ES,2016,Gulf Arabic,Navy,1,1.5674798161793047,0,0,Used,200000.0,Hafar Al-Batin,80000.0,False
1462,Ford,Marquis,2002,Saudi,Grey,0,4.5,0,0,Used,438074.0,Abha,10000.0,False
1463,Mercedes,C,2016,Other,Silver,0,2.0,0,0,Used,92000.0,Jeddah,120000.0,False
1464,Nissan,Pathfinder,2006,Saudi,White,0,1.5674798161793047,0,0,Used,300.0,Riyadh,21000.0,False
1465,Toyota,Camry,2001,Saudi,Green,2,1.4,0,1,Used,300.0,Qassim,13500.0,False
1466,Nissan,Pathfinder,2014,Saudi,White,1,3.5,0,0,Used,198000.0,Dammam,50000.0,False
1468,Toyota,Corolla,2013,Saudi,White,1,1.6,0,0,Used,296.0,Jazan,30000.0,False
1470,Hyundai,Sonata,2019,Saudi,White,2,2.4,0,0,Used,94000.0,Riyadh,58000.0,False
1471,Hyundai,Sonata,2019,Saudi,Silver,2,2.4,0,0,Used,129413.0,Riyadh,57500.0,False
1472,Mitsubishi,Pajero,2016,Saudi,White,0,3.5,0,0,Used,161353.0,Riyadh,57500.0,False
1473,Hyundai,Elantra,2020,Saudi,Grey,2,1.6,0,0,Used,20939.0,Riyadh,57500.0,False
1476,Ford,Expedition,2013,Saudi,Navy,1,1.5674798161793047,0,0,Used,94000.0,Dammam,60000.0,False
1477,Toyota,Camry,2016,Saudi,White,0,4.0,0,0,Used,260000.0,Riyadh,53000.0,False
1478,Ford,Expedition,2015,Saudi,Black,0,1.5674798161793047,0,0,Used,125000.0,Jeddah,75000.0,False
1479,Chrysler,C300,2013,Saudi,Silver,0,5.7,0,0,Used,241000.0,Riyadh,41000.0,False
1480,Chevrolet,Caprice,2009,Saudi,Black,2,3.5,0,0,Used,320000.0,Jeddah,27000.0,False
1483,Mercedes,S,1993,Other,Navy,0,1.5674798161793047,0,0,Used,138.0,Al-Jouf,22000.0,False
1484,Chevrolet,Tahoe,2014,Saudi,Golden,1,1.5674798161793047,0,0,Used,157000.0,Al-Jouf,68500.0,False
1485,GMC,Yukon,2012,Saudi,Another Color,2,1.5674798161793047,0,0,Used,65000.0,Makkah,80000.0,False
1486,Toyota,Hilux,2016,Saudi,White,1,2.7,0,0,Used,211000.0,Makkah,66000.0,False
1489,Dodge,Charger,2020,Saudi,Black,1,3.6,0,0,Used,21000.0,Riyadh,120000.0,False
1490,Ford,Taurus,2010,Other,Black,1,1.5674798161793047,0,0,Used,406593.0,Jeddah,19000.0,False
1491,Toyota,Hilux,2018,Saudi,White,0,2.7,0,1,Used,122000.0,Najran,65000.0,False
1492,BMW,X,2015,Gulf Arabic,White,0,1.6,0,0,Used,72000.0,Riyadh,170000.0,False
1493,Toyota,Land Cruiser Pickup,2015,Saudi,Brown,1,4.0,0,1,Used,96000.0,Tabouk,95000.0,False
1495,Ford,Explorer,2010,Saudi,Silver,0,1.5674798161793047,0,0,Used,250000.0,Jeddah,21000.0,False
1496,Lexus,LX,2017,Saudi,Bronze,0,5.7,0,0,Used,51000.0,Dammam,340000.0,False
1497,Honda,Other,2009,Saudi,Orange,0,1.0,0,1,Used,32743.0,Jeddah,27500.0,False
1498,Hyundai,Elantra,2020,Saudi,Grey,2,1.6,0,0,Used,24348.0,Riyadh,57500.0,False
1499,Hyundai,Elantra,2020,Saudi,White,2,1.6,0,0,Used,16925.0,Riyadh,57500.0,False
1500,Ford,Taurus,2013,Saudi,Silver,2,3.5,0,0,Used,53393.0,Riyadh,57500.0,False
1501,Hyundai,Elantra,2019,Saudi,White,2,1.6,0,0,Used,31595.0,Riyadh,58000.0,False
1502,BMW,X,2012,Other,Grey,0,3.0,0,0,Used,294000.0,Jeddah,45000.0,False
1504,Audi,S5,2018,Saudi,White,0,3.0,0,0,Used,79800.0,Dammam,160000.0,False
1506,Ford,F150,2012,Saudi,Black,2,3.6,0,0,Used,235000.0,Al-Medina,55000.0,False
1507,Audi,A6,2016,Saudi,Another Color,0,1.5674798161793047,0,0,Used,77000.0,Jeddah,90000.0,False
1508,Mercedes,S,2014,Other,Grey,0,4.0,0,0,Used,29000.0,Dammam,260000.0,False
1509,Mercedes,S,2015,Gulf Arabic,White,0,3.0,0,0,Used,96500.0,Dammam,220000.0,False
1510,Mercedes,GLC,2019,Saudi,Grey,0,2.0,0,0,Used,56000.0,Dammam,223000.0,False
1511,Land Rover,Range Rover,2014,Saudi,White,0,5.0,0,0,Used,97500.0,Jeddah,195000.0,False
1512,Nissan,Sunny,2008,Saudi,White,2,1.5,0,1,Used,275000.0,Riyadh,10000.0,False
1513,Toyota,Camry,2001,Saudi,White,0,1.4,0,1,Used,399000.0,Jubail,10000.0,False
1515,Toyota,Yaris,2017,Saudi,White,2,1.3,0,0,Used,100000.0,Makkah,27000.0,False
1516,Dodge,Charger,2019,Saudi,Grey,0,3.6,0,0,Used,78000.0,Khobar,124000.0,False
1517,Hyundai,Sonata,2013,Saudi,White,1,1.5674798161793047,0,0,Used,344506.0,Jeddah,30000.0,False
1518,Lexus,LX,2014,Saudi,White,0,1.5674798161793047,0,0,Used,342.0,Abha,150000.0,False
1519,Hyundai,Accent,2016,Saudi,White,2,1.4,0,0,Used,111.0,Riyadh,22000.0,False
1520,Hyundai,H1,2013,Saudi,White,1,2.4,0,0,Used,318000.0,Riyadh,26000.0,False
1521,Chevrolet,Caprice,2013,Saudi,Blue,0,5.5,0,0,Used,184000.0,Riyadh,36000.0,False
1522,Jeep,Grand Cherokee,2020,Saudi,White,0,3.6,0,0,Used,27150.0,Aseer,165000.0,False
1523,Nissan,Sentra,2017,Saudi,Grey,1,1.6,0,0,Used,55005.0,Jeddah,1139.0,False
1524,Hyundai,H1,2018,Saudi,Silver,2,2.4,0,0,Used,106336.0,Riyadh,58500.0,False
1525,Geely,X7,2019,Saudi,Red,0,2.4,0,0,Used,27817.0,Riyadh,58500.0,False
1526,Geely,GS,2020,Saudi,Golden,1,1.8,0,0,Used,8400.0,Riyadh,58500.0,False
1527,Hyundai,H1,2018,Saudi,Silver,2,2.4,0,0,Used,79237.0,Riyadh,58500.0,False
1530,Chevrolet,Suburban,2011,Saudi,White,0,1.5674798161793047,0,0,Used,282000.0,Riyadh,60000.0,False
1532,Ford,Taurus,2013,Saudi,Silver,2,1.6,0,0,Used,251.0,Riyadh,35000.0,False
1533,Mercedes,S,1995,Other,Another Color,1,1.5674798161793047,0,0,Used,115.0,Al-Ahsa,21000.0,False
1535,Hyundai,Senta fe,2016,Other,Silver,1,2.0,2,0,Used,105000.0,Riyadh,76000.0,False
1540,GMC,Suburban,2004,Saudi,Bronze,1,1.5674798161793047,0,0,Used,111878.0,Al-Ahsa,15000.0,False
1541,Toyota,Rush,2021,Saudi,Red,1,1.5,0,0,Used,9000.0,Khobar,59500.0,False
1542,Mazda,6,2021,Saudi,Silver,0,1.5674798161793047,0,0,Used,14500.0,Jeddah,106000.0,False
1543,Mazda,2,2011,Saudi,Silver,2,1.5,0,0,Used,37000.0,Riyadh,14000.0,False
1544,Hyundai,Veloster,2013,Saudi,Orange,0,2.0,0,0,Used,248000.0,Riyadh,25000.0,False
1545,Hyundai,Sonata,2019,Saudi,Grey,2,2.4,0,1,Used,3400.0,Al-Ahsa,58000.0,False
1546,GMC,Suburban,2004,Other,Black,0,1.5674798161793047,0,0,Used,452800.0,Jazan,18000.0,False
1547,Toyota,Camry,2018,Saudi,Red,0,3.5,0,0,Used,24000.0,Riyadh,106000.0,False
1548,Hyundai,Azera,2012,Gulf Arabic,White,1,3.0,0,0,Used,433000.0,Makkah,30000.0,False
1550,Daihatsu,Delta,2014,Saudi,White,0,3.7,0,1,Used,100.0,Aseer,35000.0,False
1552,Hyundai,Creta,2020,Saudi,White,2,1.6,0,0,Used,16576.0,Riyadh,59500.0,False
1553,Chevrolet,Impala,2018,Saudi,Silver,2,3.6,0,0,Used,110519.0,Riyadh,58500.0,False
1554,Hyundai,Creta,2020,Saudi,White,2,1.6,0,0,Used,13736.0,Riyadh,60000.0,False
1555,Toyota,Corolla,2018,Saudi,White,2,1.6,0,0,Used,28449.0,Riyadh,59500.0,False
1556,Nissan,VTC,2009,Saudi,White,1,4.8,0,1,Used,251000.0,Riyadh,60000.0,False
1557,Toyota,Furniture,2021,Saudi,White,2,2.7,0,0,Used,11000.0,Aseer,100000.0,False
1558,Toyota,Land Cruiser,2021,Saudi,White,1,4.5,2,0,Used,20000.0,Riyadh,265000.0,False
1559,Dodge,Durango,2013,Saudi,Grey,0,5.7,0,0,Used,213000.0,Riyadh,40000.0,False
1560,Nissan,Datsun,1998,Other,White,0,2.4,0,1,Used,650000.0,Riyadh,12000.0,False
1562,Toyota,Furniture,2013,Saudi,Silver,1,4.1,0,0,Used,285000.0,Aseer,55000.0,False
1563,Ford,Victoria,2006,Saudi,Oily,2,4.6,0,0,Used,320000.0,Taef,19500.0,False
1564,Lexus,IS,2016,Other,Silver,0,3.5,0,0,Used,132000.0,Dammam,90000.0,False
1565,Porsche,Cayenne,2006,Saudi,Grey,0,1.5674798161793047,0,0,Used,195.0,Jeddah,18000.0,False
1568,Ford,Taurus,2019,Saudi,White,1,2.0,0,0,Used,89500.0,Jeddah,76000.0,False
1569,Ford,Expedition,2014,Saudi,Another Color,2,1.5674798161793047,0,0,Used,143000.0,Riyadh,60000.0,False
1570,Honda,Odyssey,2015,Saudi,Silver,1,2.5,0,0,Used,296000.0,Jeddah,43000.0,False
1571,Kia,Cerato,2017,Saudi,Grey,2,1.6,0,0,Used,20000.0,Riyadh,41000.0,False
1572,Ford,Mustang,2015,Gulf Arabic,Silver,0,6.0,0,0,Used,121000.0,Riyadh,85000.0,False
1573,Mercedes,A,2021,Saudi,Bronze,1,4.0,0,0,Used,250.0,Jeddah,179000.0,False
1579,Chevrolet,Blazer,2006,Saudi,Grey,2,1.5674798161793047,0,0,Used,457000.0,Riyadh,10000.0,False
1580,Toyota,Camry,2017,Saudi,White,2,2.5,0,0,Used,109862.0,Riyadh,59500.0,False
1581,Hyundai,Elantra,2020,Saudi,White,2,1.6,0,0,Used,9495.0,Riyadh,59500.0,False
1582,Hyundai,Sonata,2019,Saudi,Grey,2,2.4,0,0,Used,70676.0,Riyadh,59500.0,False
1583,Changan,CS35 Plus,2020,Saudi,Silver,0,1.4,0,0,Used,67095.0,Riyadh,60000.0,False
1584,MG,3,2013,Saudi,White,2,1.3,0,1,Used,41000.0,Riyadh,15000.0,False
1585,Toyota,Hilux,2013,Saudi,White,1,2.7,0,1,Used,290.0,Tabouk,55000.0,False
1587,BMW,X,2019,Gulf Arabic,Black,0,1.5674798161793047,0,0,Used,14000.0,Riyadh,220000.0,False
1589,Ford,Marquis,2009,Saudi,Black,1,1.5674798161793047,0,0,Used,140000.0,Riyadh,22000.0,False
1591,Mercedes,SE,2006,Other,Another Color,0,1.5674798161793047,0,0,Used,286000.0,Makkah,55000.0,False
1593,Ford,F150,2016,Saudi,White,1,1.5674798161793047,0,0,Used,138.0,Riyadh,90000.0,False
1594,Hyundai,Elantra,2017,Saudi,Another Color,2,1.6,0,0,Used,99000.0,Riyadh,38500.0,False
1596,Toyota,Avalon,2021,Saudi,Silver,0,3.5,0,0,Used,1800.0,Jeddah,182000.0,False
1597,Nissan,KICKS,2020,Saudi,White,2,1.5674798161793047,0,0,Used,17000.0,Riyadh,52000.0,False
1598,Mitsubishi,Pajero,2016,Gulf Arabic,White,0,3.8,0,0,Used,216000.0,Dammam,58000.0,False
1599,INFINITI,Q,2020,Saudi,Brown,0,3.7,0,0,Used,2000.0,Jeddah,155000.0,False
1601,Toyota,Innova,2015,Saudi,Grey,2,2.7,0,0,Used,122000.0,Al-Medina,43000.0,False
1602,Changan,CS85,2021,Saudi,Red,0,2.0,0,0,Used,2500.0,Jeddah,98000.0,False
1603,Lincoln,MKX,2017,Saudi,Grey,1,3.5,0,0,Used,75000.0,Al-Ahsa,125000.0,False
1604,Nissan,Armada,2006,Saudi,Grey,0,5.6,0,0,Used,266000.0,Jeddah,25000.0,False
1605,Lexus,NX,2020,Saudi,Blue,2,2.0,0,0,Used,30000.0,Jeddah,160000.0,False
1607,Changan,CS35 Plus,2020,Saudi,Silver,0,1.4,0,0,Used,64355.0,Riyadh,60000.0,False
1608,Hyundai,Azera,2017,Saudi,Another Color,2,3.0,0,0,Used,107154.0,Riyadh,61000.0,False
1609,Hyundai,H1,2018,Saudi,Silver,2,2.4,0,0,Used,88826.0,Riyadh,60500.0,False
1610,Mazda,6,2017,Saudi,Red,2,2.5,0,0,Used,91170.0,Riyadh,60500.0,False
1611,GMC,Suburban,2006,Saudi,Black,2,2.0,0,0,Used,230000.0,Makkah,29000.0,False
1612,GMC,Suburban,2006,Saudi,Black,2,2.0,0,0,Used,230000.0,Makkah,29000.0,False
1613,Lexus,ES,2020,Saudi,Grey,2,2.5,0,0,Used,30000.0,Riyadh,142500.0,False
1618,Chevrolet,Tahoe,2003,Other,Another Color,0,1.5674798161793047,0,0,Used,488000.0,Jeddah,13000.0,False
1619,Cadillac,Escalade,2018,Saudi,Grey,0,6.2,0,0,Used,22200.0,Riyadh,230000.0,False
1624,Toyota,Echo,2001,Saudi,Another Color,2,1.5,0,1,Used,480000.0,Jeddah,10000.0,False
1625,Ford,Taurus,2017,Saudi,Grey,2,6.0,0,0,Used,75000.0,Dammam,65000.0,False
1626,Lexus,ES,2017,Other,White,1,3.5,0,0,Used,96906.0,Riyadh,116000.0,False
1628,Dodge,Charger,2016,Other,Blue,0,5.7,0,0,Used,142000.0,Riyadh,89000.0,False
1630,Toyota,Furniture,2009,Saudi,Brown,2,1.5674798161793047,0,0,Used,250.0,Taef,40000.0,False
1632,Mercedes,S,2002,Gulf Arabic,White,0,1.5674798161793047,0,0,Used,101000.0,Dammam,38000.0,False
1633,Mercedes,E,2016,Gulf Arabic,White,1,1.5674798161793047,0,0,Used,73000.0,Dammam,125000.0,False
1635,Hyundai,Sonata,2018,Saudi,Brown,2,2.4,0,0,Used,120966.0,Riyadh,49000.0,False
1636,Kia,Sportage,2019,Saudi,Blue,2,1.6,0,0,Used,69358.0,Riyadh,60500.0,False
1637,Kia,Sportage,2019,Saudi,Blue,2,1.6,0,0,Used,73406.0,Riyadh,60500.0,False
1638,Geely,X7,2019,Saudi,Golden,0,2.4,0,0,Used,32209.0,Riyadh,61000.0,False
1639,MG,6,2020,Saudi,White,0,2.0,0,0,Used,29814.0,Riyadh,61500.0,False
